SKU,Produto,Variacao,Vendido_12_meses,Ritmo_mensal,Estoque_atual,Estoque_minimo_3_meses
RAHK0105,Huni Kuin Floresta Rapé,"0,70oz (20gr.)",40,3.33,0,10
RAHK0106,Huni Kuin Floresta Rapé,"1,7oz(50gr.)",36,3,5,9
RAHK0109,Huni Kuin Floresta Rapé,"0,17oz (5gr.)",0,0,0,0
RAHK0204,Huni Kuin Rapé - Cacau,"0,35oz (10gr.)",0,0,15,0
RAHK0205,Huni Kuin Rapé - Cacau,"0,70oz (20gr.)",80,6.67,8,20
RAHK0206,Huni Kuin Rapé - Cacau,"1,7oz(50gr.)",29,2.42,4,8
RAHK0209,Huni Kuin Rapé - Cacau,"0,17oz (5gr.)",37,3.08,0,10
RAHK0304,Huni Kuin Rapé - Canela de Velho,"0,35oz (10gr.)",105,8.75,72,27
RAHK0305,Huni Kuin Rapé - Canela de Velho,"0,70oz (20gr.)",72,6,0,18
RAHK0306,Huni Kuin Rapé - Canela de Velho,"1,7oz(50gr.)",10,0.83,5,3
RAHK0309,Huni Kuin Rapé - Canela de Velho,"0,17oz (5gr.)",24,2,0,6
RAHK0404,Huni Kuin Rapé - Capemba,"0,35oz (10gr.)",0,0,27,0
RAHK0405,Huni Kuin Rapé - Capemba,"0,70oz (20gr.)",10,0.83,19,3
RAHK0406,Huni Kuin Rapé - Capemba,"1,7oz(50gr.)",6,0.5,5,2
RAHK0409,Huni Kuin Rapé - Capemba,"0,17oz (5gr.)",12,1,16,3
RAHK0504,Huni Kuin Cumaru Rapé,"0,35oz (10gr.)",98,8.17,0,25
RAHK0505,Huni Kuin Cumaru Rapé,"0,70oz (20gr.)",24,2,0,6
RAHK0506,Huni Kuin Cumaru Rapé,"1,7oz(50gr.)",13,1.08,0,4
RAHK0509,Huni Kuin Cumaru Rapé,"0,17oz (5gr.)",104,8.67,0,26
RAHK0704,Huni Kuin Emburana Rapé,"0,35oz (10gr.)",0,0,0,0
RAHK0705,Huni Kuin Emburana Rapé,"0,70oz (20gr.)",45,3.75,0,12
RAHK0706,Huni Kuin Emburana Rapé,"1,7oz(50gr.)",31,2.58,0,8
RAHK0709,Huni Kuin Emburana Rapé,"0,17oz (5gr.)",159,13.25,0,40
RAHK0904,Huni Kuin Rapé - Murici,"0,35oz (10gr.)",40,3.33,1,10
RAHK0905,Huni Kuin Rapé - Murici,"0,70oz (20gr.)",28,2.33,0,7
RAHK0906,Huni Kuin Rapé - Murici,"1,7oz(50gr.)",0,0,5,0
RAHK0909,Huni Kuin Rapé - Murici,"0,17oz (5gr.)",28,2.33,7,7
RAHK1004,Huni Kuin Rapé - 7 Herbs,"0,35oz (10gr.)",54,4.5,0,14
RAHK1005,Huni Kuin Rapé - 7 Herbs,"0,70oz (20gr.)",28,2.33,0,7
RAHK1006,Huni Kuin Rapé - 7 Herbs,"1,7oz(50gr.)",0,0,6,0
RAHK1009,Huni Kuin Rapé - 7 Herbs,"0,17oz (5gr.)",21,1.75,30,6
RAHK1104,Huni Kuin Rapé - Xacapandaré,"0,35oz (10gr.)",0,0,0,0
RAHK1105,Huni Kuin Rapé - Xacapandaré,"0,70oz (20gr.)",32,2.67,0,8
RAHK1106,Huni Kuin Rapé - Xacapandaré,"1,7oz(50gr.)",4,0.33,3,1
RAHK1109,Huni Kuin Rapé - Xacapandaré,"0,17oz (5gr.)",17,1.42,0,5
RAHK1204,Huni Kuin Xipão Rapé,"0,35oz (10gr.)",28,2.33,17,7
RAHK1205,Huni Kuin Xipão Rapé,"0,70oz (20gr.)",11,0.92,5,3
RAHK1206,Huni Kuin Xipão Rapé,"1,7oz(50gr.)",0,0,3,0
RAHK1209,Huni Kuin Xipão Rapé,"0,17oz (5gr.)",30,2.5,0,8
RAHK1604,Huni Kuin Rapé - Tradition,"0,35oz (10gr.)",0,0,5,0
RAHK1605,Huni Kuin Rapé - Tradition,"0,70oz (20gr.)",40,3.33,7,10
RAHK1606,Huni Kuin Rapé - Tradition,"1,7oz(50gr.)",18,1.5,3,5
RAHK1609,Huni Kuin Rapé - Tradition,"0,17oz (5gr.)",13,1.08,29,4
RAHK1704,Huni Kuin Uxi Rapé,"0,35oz (10gr.)",0,0,82,0
RAHK1705,Huni Kuin Uxi Rapé,"0,70oz (20gr.)",7,0.58,0,2
RAHK1706,Huni Kuin Uxi Rapé,"1,7oz(50gr.)",0,0,0,0
RAHK1709,Huni Kuin Uxi Rapé,"0,17oz (5gr.)",7,0.58,26,2
RAHK1804,Huni Kuin Rapé - Ninawa Pai da Mata,"0,35oz (10gr.)",25,2.08,10,7
RAHK1805,Huni Kuin Rapé - Ninawa Pai da Mata,"0,70oz (20gr.)",8,0.67,0,2
RAHK1806,Huni Kuin Rapé - Ninawa Pai da Mata,"1,7oz(50gr.)",0,0,0,0
RAHK1809,Huni Kuin Rapé - Ninawa Pai da Mata,"0,17oz (5gr.)",7,0.58,29,2
RAKA0104,Katukina Rapé - Lady of the night,"0,35oz (10gr.)",37,3.08,0,10
RAKA0105,Katukina Rapé - Lady of the night,"0,70oz (20gr.)",27,2.25,0,7
RAKA0106,Katukina Rapé - Lady of the night,"1,7oz(50gr.)",16,1.33,1,4
RAKA0109,Katukina Rapé - Lady of the night,"0,17oz (5gr.)",52,4.33,0,13
RAKA0204,Katukina Rapé - Sacred Dreams,"0,35oz (10gr.)",0,0,0,0
RAKA0205,Katukina Rapé - Sacred Dreams,"0,70oz (20gr.)",106,8.83,9,27
RAKA0206,Katukina Rapé - Sacred Dreams,"1,7oz(50gr.)",19,1.58,2,5
RAKA0209,Katukina Rapé - Sacred Dreams,"0,17oz (5gr.)",54,4.5,0,14
RAKA0304,Katukina Blond Rapé,"0,35oz (10gr.)",18,1.5,32,5
RAKA0305,Katukina Blond Rapé,"0,70oz (20gr.)",0,0,14,0
RAKA0306,Katukina Blond Rapé,"1,7oz(50gr.)",2,0.17,7,1
RAKA0309,Katukina Blond Rapé,"0,17oz (5gr.)",19,1.58,16,5
RAKA0404,Katukina Rapé - Nisural,"0,35oz (10gr.)",54,4.5,12,14
RAKA0405,Katukina Rapé - Nisural,"0,70oz (20gr.)",20,1.67,2,5
RAKA0406,Katukina Rapé - Nisural,"1,7oz(50gr.)",0,0,7,0
RAKA0409,Katukina Rapé - Nisural,"0,17oz (5gr.)",9,0.75,12,3
RAKU0204,Kuntanawa Rapé - Força,"0,35oz (10gr.)",59,4.92,0,15
RAKU0205,Kuntanawa Rapé - Força,"0,70oz (20gr.)",150,12.5,16,38
RAKU0206,Kuntanawa Rapé - Força,"1,7oz(50gr.)",80,6.67,0,20
RAKU0209,Kuntanawa Rapé - Força,"0,17oz (5gr.)",0,0,0,0
RAKU0704,Kuntanawa Rapé - Jarina,"0,35oz (10gr.)",16,1.33,7,4
RAKU0705,Kuntanawa Rapé - Jarina,"0,70oz (20gr.)",5,0.42,3,2
RAKU0706,Kuntanawa Rapé - Jarina,"1,7oz(50gr.)",12,1,3,3
RAKU0709,Kuntanawa Rapé - Jarina,"0,17oz (5gr.)",12,1,27,3
RAKU0804,Kuntanawa Rapé - Jatoba,"0,35oz (10gr.)",78,6.5,0,20
RAKU0805,Kuntanawa Rapé - Jatoba,"0,70oz (20gr.)",20,1.67,0,5
RAKU0806,Kuntanawa Rapé - Jatoba,"1,7oz(50gr.)",10,0.83,0,3
RAKU0809,Kuntanawa Rapé - Jatoba,"0,17oz (5gr.)",0,0,18,0
RAKU1104,Kuntanawa Rapé - Nixpu,"0,35oz (10gr.)",16,1.33,0,4
RAKU1105,Kuntanawa Rapé - Nixpu,"0,70oz (20gr.)",7,0.58,10,2
RAKU1106,Kuntanawa Rapé - Nixpu,"1,7oz(50gr.)",0,0,2,0
RAKU1109,Kuntanawa Rapé - Nixpu,"0,17oz (5gr.)",0,0,24,0
RAKU1204,Kuntanawa Rapé - Samauma,"0,35oz (10gr.)",37,3.08,0,10
RAKU1205,Kuntanawa Rapé - Samauma,"0,70oz (20gr.)",118,9.83,0,30
RAKU1206,Kuntanawa Rapé - Samauma,"1,7oz(50gr.)",36,3,9,9
RAKU1209,Kuntanawa Rapé - Samauma,"0,17oz (5gr.)",42,3.5,0,11
RAKU1304,Kuntanawa Rapé - Sananga,"0,35oz (10gr.)",52,4.33,0,13
RAKU1305,Kuntanawa Rapé - Sananga,"0,70oz (20gr.)",56,4.67,24,14
RAKU1306,Kuntanawa Rapé - Sananga,"1,7oz(50gr.)",24,2,5,6
RAKU1309,Kuntanawa Rapé - Sananga,"0,17oz (5gr.)",29,2.42,6,8
RAKU1404-1,Kuntanawa Rapé - Sanixi,"0,35oz (10gr.)",0,0,14,0
RAKU1405,Kuntanawa Rapé - Sanixi,"0,70oz (20gr.)",38,3.17,0,10
RAKU1406,Kuntanawa Rapé - Sanixi,"1,7oz(50gr.)",9,0.75,0,3
RAKU1409,Kuntanawa Rapé - Sanixi,"0,17oz (5gr.)",23,1.92,21,6
RAKU1504,Kuntanawa Rapé - Heart of the Boa,"0,35oz (10gr.)",62,5.17,0,16
RAKU1505,Kuntanawa Rapé - Heart of the Boa,"0,70oz (20gr.)",63,5.25,14,16
RAKU1506,Kuntanawa Rapé - Heart of the Boa,"1,7oz(50gr.)",34,2.83,20,9
RAKU1509,Kuntanawa Rapé - Heart of the Boa,"0,17oz (5gr.)",0,0,0,0
RAKU1604,Kuntanawa Rapé - Yunu,"0,35oz (10gr.)",88,7.33,0,22
RAKU1605,Kuntanawa Rapé - Yunu,"0,70oz (20gr.)",58,4.83,15,15
RAKU1606,Kuntanawa Rapé - Yunu,"1,7oz(50gr.)",15,1.25,4,4
RAKU1609,Kuntanawa Rapé - Yunu,"0,17oz (5gr.)",19,1.58,0,5
RAKU2004,Kuntanawa Rapé - Samauma Flower,"0,35oz (10gr.)",33,2.75,0,9
RAKU2005,Kuntanawa Rapé - Samauma Flower,"0,70oz (20gr.)",44,3.67,0,11
RAKU2006,Kuntanawa Rapé - Samauma Flower,"1,7oz(50gr.)",12,1,0,3
RAKU2009,Kuntanawa Rapé - Samauma Flower,"0,17oz (5gr.)",0,0,0,0
RAKU2104,Kuntanawa Rapé - Bee Power,"0,35oz (10gr.)",166,13.83,0,42
RAKU2105,Kuntanawa Rapé - Bee Power,"0,70oz (20gr.)",225,18.75,9,57
RAKU2106,Kuntanawa Rapé - Bee Power,"1,7oz(50gr.)",0,0,0,0
RAKU2109,Kuntanawa Rapé - Bee Power,"0,17oz (5gr.)",0,0,0,0
RAKU2204,Kuntanawa Rapé - Yrů Kawá,"0,35oz (10gr.)",11,0.92,50,3
RAKU2205,Kuntanawa Rapé - Yrů Kawá,"0,70oz (20gr.)",6,0.5,18,2
RAKU2206,Kuntanawa Rapé - Yrů Kawá,"1,7oz(50gr.)",7,0.58,2,2
RAKU2209,Kuntanawa Rapé - Yrů Kawá,"0,17oz (5gr.)",3,0.25,21,1
RAKU2504,Kuntanawa Rapé - Chief Osmildo,"0,35oz (10gr.)",27,2.25,24,7
RAKU2505,Kuntanawa Rapé - Chief Osmildo,"0,70oz (20gr.)",0,0,22,0
RAKU2506,Kuntanawa Rapé - Chief Osmildo,"1,7oz(50gr.)",10,0.83,0,3
RAKU2509,Kuntanawa Rapé - Chief Osmildo,"0,17oz (5gr.)",14,1.17,14,4
RAKU2604,Kuntanawa Rapé - Cidoca,"0,35oz (10gr.)",26,2.17,63,7
RAKU2605,Kuntanawa Rapé - Cidoca,"0,70oz (20gr.)",17,1.42,19,5
RAKU2606,Kuntanawa Rapé - Cidoca,"1,7oz(50gr.)",0,0,0,0
RAKU2609,Kuntanawa Rapé - Cidoca,"0,17oz (5gr.)",0,0,42,0
RANU0104,Nukini Rapé - Mulata,"0,35oz (10gr.)",0,0,0,0
RANU0105,Nukini Rapé - Mulata,"0,70oz (20gr.)",59,4.92,8,15
RANU0106,Nukini Rapé - Mulata,"1,7oz(50gr.)",31,2.58,6,8
RANU0109,Nukini Rapé - Mulata,"0,17oz (5gr.)",0,0,34,0
RANU0204,Nukini Rapé - Cravinho,"0,35oz (10gr.)",31,2.58,0,8
RANU0205,Nukini Rapé - Cravinho,"0,70oz (20gr.)",35,2.92,0,9
RANU0206,Nukini Rapé - Cravinho,"1,7oz(50gr.)",0,0,0,0
RANU0209,Nukini Rapé - Cravinho,"0,17oz (5gr.)",50,4.17,0,13
RANU0304,Nukini Rapé - Piri Piri,"0,35oz (10gr.)",56,4.67,0,14
RANU0305,Nukini Rapé - Piri Piri,"0,70oz (20gr.)",0,0,12,0
RANU0306,Nukini Rapé - Piri Piri,"1,7oz(50gr.)",30,2.5,3,8
RANU0309,Nukini Rapé - Piri Piri,"0,17oz (5gr.)",50,4.17,11,13
RANU0404,Nukini Rapé - Fresh (Eucalyptus),"0,35oz (10gr.)",50,4.17,25,13
RANU0405,Nukini Rapé - Fresh (Eucalyptus),"0,70oz (20gr.)",20,1.67,30,5
RANU0406,Nukini Rapé - Fresh (Eucalyptus),"1,7oz(50gr.)",29,2.42,19,8
RANU0409,Nukini Rapé - Fresh (Eucalyptus),"0,17oz (5gr.)",14,1.17,0,4
RANU0504,Nukini Rapé - Aura Cleanse,"0,35oz (10gr.)",63,5.25,0,16
RANU0505,Nukini Rapé - Aura Cleanse,"0,70oz (20gr.)",0,0,8,0
RANU0506,Nukini Rapé - Aura Cleanse,"1,7oz(50gr.)",45,3.75,11,12
RANU0509,Nukini Rapé - Aura Cleanse,"0,17oz (5gr.)",0,0,0,0
RANU0604,Nukini Rapé - Onça,"0,35oz (10gr.)",231,19.25,0,58
RANU0605,Nukini Rapé - Onça,"0,70oz (20gr.)",69,5.75,16,18
RANU0606,Nukini Rapé - Onça,"1,7oz(50gr.)",82,6.83,3,21
RANU0609,Nukini Rapé - Onça,"0,17oz (5gr.)",0,0,4,0
RANU0704,Nukini Rapé - Pitaica,"0,35oz (10gr.)",0,0,85,0
RANU0705,Nukini Rapé - Pitaica,"0,70oz (20gr.)",10,0.83,31,3
RANU0706,Nukini Rapé - Pitaica,"1,7oz(50gr.)",2,0.17,4,1
RANU0709,Nukini Rapé - Pitaica,"0,17oz (5gr.)",0,0,32,0
RANU0804,Nukini Rapé – White Roses,"0,35oz (10gr.)",132,11,0,33
RANU0805,Nukini Rapé – White Roses,"0,70oz (20gr.)",0,0,27,0
RANU0806,Nukini Rapé – White Roses,"1,7oz(50gr.)",74,6.17,14,19
RANU0809,Nukini Rapé – White Roses,"0,17oz (5gr.)",69,5.75,0,18
RANU0904,Nukini Rapé - Sansara,"0,35oz (10gr.)",45,3.75,12,12
RANU0905,Nukini Rapé - Sansara,"0,70oz (20gr.)",0,0,0,0
RANU0906,Nukini Rapé - Sansara,"1,7oz(50gr.)",66,5.5,11,17
RANU0909,Nukini Rapé - Sansara,"0,17oz (5gr.)",0,0,3,0
RANU1004,Nukini Rapé - 7 Stars,"0,35oz (10gr.)",132,11,0,33
RANU1005,Nukini Rapé - 7 Stars,"0,70oz (20gr.)",74,6.17,0,19
RANU1006,Nukini Rapé - 7 Stars,"1,7oz(50gr.)",66,5.5,0,17
RANU1009,Nukini Rapé - 7 Stars,"0,17oz (5gr.)",0,0,0,0
RANU1104,Nukini Rapé - Elixir,"0,35oz (10gr.)",44,3.67,1,11
RANU1105,Nukini Rapé - Elixir,"0,70oz (20gr.)",47,3.92,16,12
RANU1106,Nukini Rapé - Elixir,"1,7oz(50gr.)",106,8.83,1,27
RANU1109,Nukini Rapé - Elixir,"0,17oz (5gr.)",25,2.08,24,7
RANU1704,Nukini Rapé - Forest Breeze,"0,35oz (10gr.)",23,1.92,12,6
RANU1705,Nukini Rapé - Forest Breeze,"0,70oz (20gr.)",0,0,13,0
RANU1706,Nukini Rapé - Forest Breeze,"1,7oz(50gr.)",1,0.08,9,1
RANU1709,Nukini Rapé - Forest Breeze,"0,17oz (5gr.)",18,1.5,10,5
RANU1804,Nukini Rapé - Rawny,"0,35oz (10gr.)",12,1,26,3
RANU1805,Nukini Rapé - Rawny,"0,70oz (20gr.)",15,1.25,1,4
RANU1806,Nukini Rapé - Rawny,"1,7oz(50gr.)",0,0,0,0
RANU1809,Nukini Rapé - Rawny,"0,17oz (5gr.)",7,0.58,8,2
RAPU0104,Puyanawa Rapé - Jagube,"0,35oz (10gr.)",72,6,0,18
RAPU0105,Puyanawa Rapé - Jagube,"0,70oz (20gr.)",0,0,39,0
RAPU0106,Puyanawa Rapé - Jagube,"1,7oz(50gr.)",0,0,8,0
RAPU0109,Puyanawa Rapé - Jagube,"0,17oz (5gr.)",14,1.17,9,4
RAPU0204,Puyanawa Rapé - Pixuri,"0,35oz (10gr.)",30,2.5,3,8
RAPU0205,Puyanawa Rapé - Pixuri,"0,70oz (20gr.)",20,1.67,2,5
RAPU0206,Puyanawa Rapé - Pixuri,"1,7oz(50gr.)",30,2.5,0,8
RAPU0209,Puyanawa Rapé - Pixuri,"0,17oz (5gr.)",10,0.83,17,3
RASC0103,Shamanic Snuff - Amazon,"0,35oz (10gr.)",18,1.5,20,5
RASC0104,Shamanic Snuff - Amazon,"0,70oz (20gr.)",58,4.83,0,15
RASC0105,Shamanic Snuff - Amazon,"1,7oz(50gr.)",0,0,0,0
RASC0106,Shamanic Snuff - Amazon,"0,17oz (5gr.)",28,2.33,43,7
RASC0203,Shamanic Snuff - Golden,"0,35oz (10gr.)",26,2.17,0,7
RASC0204,Shamanic Snuff - Golden,"0,70oz (20gr.)",0,0,10,0
RASC0205,Shamanic Snuff - Golden,"1,7oz(50gr.)",15,1.25,5,4
RASC0206,Shamanic Snuff - Golden,"0,17oz (5gr.)",28,2.33,54,7
RASC0303,Shamanic Snuff - Haux Haux,"0,35oz (10gr.)",0,0,5,0
RASC0304,Shamanic Snuff - Haux Haux,"0,70oz (20gr.)",17,1.42,5,5
RASC0305,Shamanic Snuff - Haux Haux,"1,7oz(50gr.)",13,1.08,1,4
RASC0306,Shamanic Snuff - Haux Haux,"0,17oz (5gr.)",0,0,0,0
RASC0403,Shamanic Snuff - Mint,"0,35oz (10gr.)",117,9.75,0,30
RASC0404,Shamanic Snuff - Mint,"0,70oz (20gr.)",101,8.42,0,26
RASC0405,Shamanic Snuff - Mint,"1,7oz(50gr.)",39,3.25,9,10
RASC0406,Shamanic Snuff - Mint,"0,17oz (5gr.)",76,6.33,0,19
RASC0503,Shamanic Snuff - Parica,"0,35oz (10gr.)",0,0,8,0
RASC0504,Shamanic Snuff - Parica,"0,70oz (20gr.)",64,5.33,0,16
RASC0505,Shamanic Snuff - Parica,"1,7oz(50gr.)",44,3.67,0,11
RASC0506,Shamanic Snuff - Parica,"0,17oz (5gr.)",0,0,48,0
RASC0603,Shamanic Snuff - Spiritual,"0,35oz (10gr.)",285,23.75,40,72
RASC0604,Shamanic Snuff - Spiritual,"0,70oz (20gr.)",120,10,4,30
RASC0605,Shamanic Snuff - Spiritual,"1,7oz(50gr.)",0,0,14,0
RASC0606,Shamanic Snuff - Spiritual,"0,17oz (5gr.)",72,6,23,18
RASC0703,Shamanic Snuff - Tonka,"0,35oz (10gr.)",0,0,5,0
RASC0704,Shamanic Snuff - Tonka,"0,70oz (20gr.)",44,3.67,4,11
RASC0705,Shamanic Snuff - Tonka,"1,7oz(50gr.)",21,1.75,0,6
RASC0706,Shamanic Snuff - Tonka,"0,17oz (5gr.)",42,3.5,58,11
RASC0803,Shamanic Snuff - Tsunu Extra,"0,35oz (10gr.)",0,0,0,0
RASC0804,Shamanic Snuff - Tsunu Extra,"0,70oz (20gr.)",55,4.58,8,14
RASC0805,Shamanic Snuff - Tsunu Extra,"1,7oz(50gr.)",27,2.25,0,7
RASC0806,Shamanic Snuff - Tsunu Extra,"0,17oz (5gr.)",68,5.67,0,17
RASC0903,Shamanic Snuff - Tsunu Native,"0,35oz (10gr.)",70,5.83,66,18
RASC0904,Shamanic Snuff - Tsunu Native,"0,70oz (20gr.)",0,0,0,0
RASC0905,Shamanic Snuff - Tsunu Native,"1,7oz(50gr.)",0,0,0,0
RASC0906,Shamanic Snuff - Tsunu Native,"0,17oz (5gr.)",10,0.83,51,3
RASC1003,Shamanic Snuff - Tsunu Strong,"0,35oz (10gr.)",0,0,0,0
RASC1004,Shamanic Snuff - Tsunu Strong,"0,7oz (20gr.)",0,0,9,0
RASC1005,Shamanic Snuff - Tsunu Strong,"1,7oz (50gr.)",37,3.08,0,10
RASC1006,Shamanic Snuff - Tsunu Strong,"0,17oz (5gr.)",70,5.83,0,18
RASC1203,Shamanic Snuff - Haux Haux Tobacco Free,"0,35oz (10gr.)",13,1.08,15,4
RASC1204,Shamanic Snuff - Haux Haux Tobacco Free,"0,70oz (20gr.)",6,0.5,0,2
RASC1205,Shamanic Snuff - Haux Haux Tobacco Free,"1,7oz(50gr.)",5,0.42,4,2
RASC1206,Shamanic Snuff - Haux Haux Tobacco Free,"0,17oz (5gr.)",18,1.5,42,5
RASC1303,Shamanic Snuff - Spiritual Tobacco Free,"0,35oz (10gr.)",8,0.67,26,2
RASC1304,Shamanic Snuff - Spiritual Tobacco Free,"0,70oz (20gr.)",22,1.83,9,6
RASC1305,Shamanic Snuff - Spiritual Tobacco Free,"1,7oz(50gr.)",2,0.17,9,1
RASC1306,Shamanic Snuff - Spiritual Tobacco Free,"0,17oz (5gr.)",0,0,17,0
RASC1403,Shamanic Snuff - Paricá Tobacco Free,"0,35oz (10gr.)",17,1.42,2,5
RASC1404,Shamanic Snuff - Paricá Tobacco Free,"0,70oz (20gr.)",0,0,6,0
RASC1405,Shamanic Snuff - Paricá Tobacco Free,"1,7oz(50gr.)",1,0.08,5,1
RASC1406,Shamanic Snuff - Paricá Tobacco Free,"0,17oz (5gr.)",0,0,14,0
RASC1503,Shamanic Snuff - Mint Tobacco Free,"0,35oz (10gr.)",10,0.83,19,3
RASC1504,Shamanic Snuff - Mint Tobacco Free,"0,70oz (20gr.)",12,1,4,3
RASC1505,Shamanic Snuff - Mint Tobacco Free,"1,7oz(50gr.)",3,0.25,9,1
RASC1506,Shamanic Snuff - Mint Tobacco Free,"0,17oz (5gr.)",0,0,15,0
RASC1603,Shamanic Snuff - Tonka Tobacco Free,"0,35oz (10gr.)",9,0.75,15,3
RASC1604,Shamanic Snuff - Tonka Tobacco Free,"0,70oz (20gr.)",1,0.08,17,1
RASC1605,Shamanic Snuff - Tonka Tobacco Free,"1,7oz(50gr.)",0,0,14,0
RASC1606,Shamanic Snuff - Tonka Tobacco Free,"0,17oz (5gr.)",0,0,11,0
RASC2804,Shamanic Snuff - Blue Lotus,"0,35oz (10gr.)",68,5.67,0,17
RASC2805,Shamanic Snuff - Blue Lotus,"0,7oz (20gr.)",20,1.67,0,5
RASC2806,Shamanic Snuff - Blue Lotus,"1,7oz (50gr.)",10,0.83,0,3
RASC2809,Shamanic Snuff - Blue Lotus,"0,17oz (5gr.)",68,5.67,0,17
RASC3104,Shamanic Snuff - Pure focus,"0,35oz (10gr.)",0,0,0,0
RASC3105,Shamanic Snuff - Pure focus,"0,7oz (20gr.)",22,1.83,0,6
RASC3106,Shamanic Snuff - Pure focus,"1,7oz (50gr.)",11,0.92,0,3
RASC3109,Shamanic Snuff - Pure focus,"0,17oz (5gr.)",0,0,0,0
RASD0104,Shawãdawa Hapé Medicine - Spiritual,"0,35oz (10gr.)",292,24.33,10,73
RASD0105,Shawãdawa Hapé Medicine - Spiritual,"0,70oz (20gr.)",0,0,0,0
RASD0106,Shawãdawa Hapé Medicine - Spiritual,"1,7oz(50gr.)",117,9.75,0,30
RASD0109,Shawãdawa Hapé Medicine - Spiritual,5gr,96,8,0,24
RASD0304,Shawãdawa Rapé - Putuvi,"0,35oz (10gr.)",23,1.92,55,6
RASD0305,Shawãdawa Rapé - Putuvi,"0,70oz (20gr.)",32,2.67,0,8
RASD0306,Shawãdawa Rapé - Putuvi,"1,7oz(50gr.)",9,0.75,0,3
RASD0309,Shawãdawa Rapé - Putuvi,"0,17oz (5gr.)",0,0,0,0
RASD0504,Shawãdawa Rapé - Power,"0,35oz (10gr.)",154,12.83,0,39
RASD0505,Shawãdawa Rapé - Power,"0,70oz (20gr.)",77,6.42,0,20
RASD0506,Shawãdawa Rapé - Power,"1,7oz(50gr.)",0,0,6,0
RASD0509,Shawãdawa Rapé - Power,"0,17oz (5gr.)",55,4.58,0,14
RASD0604,Shawãdawa Rapé - Rupusuti,"0,35oz (10gr.)",60,5,42,15
RASD0605,Shawãdawa Rapé - Rupusuti,"0,70oz (20gr.)",0,0,0,0
RASD0606,Shawãdawa Rapé - Rupusuti,"1,7oz(50gr.)",3,0.25,7,1
RASD0609,Shawãdawa Rapé - Rupusuti,"0,17oz (5gr.)",10,0.83,18,3
RASD0704,Shawãdawa Rapé - Relax,"0,35oz (10gr.)",0,0,2,0
RASD0705,Shawãdawa Rapé - Relax,"0,70oz (20gr.)",30,2.5,0,8
RASD0706,Shawãdawa Rapé - Relax,"1,7oz(50gr.)",12,1,0,3
RASD0709,Shawãdawa Rapé - Relax,"0,17oz (5gr.)",20,1.67,4,5
RASN0104,Shanenawa Rapé - Caneleiro,"0,35oz (10gr.)",39,3.25,0,10
RASN0105,Shanenawa Rapé - Caneleiro,"0,70oz (20gr.)",57,4.75,15,15
RASN0106,Shanenawa Rapé - Caneleiro,"1,7oz(50gr.)",20,1.67,0,5
RASN0109,Shanenawa Rapé - Caneleiro,"0,17oz (5gr.)",0,0,0,0
RAYA0104,Yawanawa Rapé - Sacred Village,"0,35oz (10gr.)",27,2.25,0,7
RAYA0105,Yawanawa Rapé - Sacred Village,"0,70oz (20gr.)",13,1.08,10,4
RAYA0106,Yawanawa Rapé - Sacred Village,"1,7oz(50gr.)",5,0.42,0,2
RAYA0109,Yawanawa Rapé - Sacred Village,"0,17oz (5gr.)",32,2.67,0,8
RAYA0204,Yawanawa Rapé - Força Feminina - Feminine Force,"0,35oz (10gr.)",0,0,0,0
RAYA0205,Yawanawa Rapé - Força Feminina - Feminine Force,"0,70oz (20gr.)",174,14.5,0,44
RAYA0206,Yawanawa Rapé - Força Feminina - Feminine Force,"1,7oz(50gr.)",106,8.83,0,27
RAYA0209,Yawanawa Rapé - Força Feminina - Feminine Force,"0,17oz (5gr.)",0,0,0,0
RAYA0404,Yawanawa Rapé - Kanarô,"0,35oz (10gr.)",16,1.33,10,4
RAYA0405,Yawanawa Rapé - Kanarô,"0,70oz (20gr.)",18,1.5,10,5
RAYA0406,Yawanawa Rapé - Kanarô,"1,7oz(50gr.)",6,0.5,3,2
RAYA0409,Yawanawa Rapé - Kanarô,"0,17oz (5gr.)",18,1.5,27,5
RAYA0504,Yawanawa Rapé - Mulateiro,"0,35oz (10gr.)",0,0,0,0
RAYA0505,Yawanawa Rapé - Mulateiro,"0,70oz (20gr.)",0,0,0,0
RAYA0506,Yawanawa Rapé - Mulateiro,"1,7oz(50gr.)",28,2.33,0,7
RAYA0509,Yawanawa Rapé - Mulateiro,"0,17oz (5gr.)",0,0,0,0
RAYA06,Yawanawa Rapé - Tsunu,"8,82oz(250gr)",0,0,0,0
RAYA0604,Yawanawa Rapé - Tsunu,"0,35oz (10gr.)",136,11.33,0,34
RAYA0605,Yawanawa Rapé - Tsunu,"0,70oz (20gr.)",0,0,27,0
RAYA0606,Yawanawa Rapé - Tsunu,"1,7oz(50gr.)",54,4.5,8,14
RAYA0609,Yawanawa Rapé - Tsunu,"0,17oz (5gr.)",0,0,0,0
RAYA0704,Yawanawa Rapé - Chief,"0,35oz (10gr.)",49,4.08,0,13
RAYA0705,Yawanawa Rapé - Chief,"0,70oz (20gr.)",10,0.83,0,3
RAYA0706,Yawanawa Rapé - Chief,"1,7oz(50gr.)",0,0,0,0
RAYA0709,Yawanawa Rapé - Chief,"0,17oz (5gr.)",0,0,0,0
